Concurso;Data_Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;Bola6;Bola7;Bola8;Bola9;Bola10;Bola11;Bola12;Bola13;Bola14;Bola15;Arrecadacao_Total;Ganhadores_15_Numeros;Ganhadores_14_Numeros;Ganhadores_13_Numeros;Ganhadores_12_Numeros;Ganhadores_11_Numeros;Valor_Rateio_15_Numeros;Valor_Rateio_14_Numeros;Valor_Rateio_13_Numeros;Valor_Rateio_12_Numeros;Valor_Rateio_11_Numeros;Acumulado_15_Numeros;Estimativa_Premio;Valor_Acumulado_Especial;Pares;Impares;N_Primos
772;29/06/2012;02;04;06;07;08;09;10;11;12;15;16;20;23;24;25;0,00;1;307;13217;181680;1109285;0;0;0;0;0;0;0;0;9;6;4
773;02/07/2012;02;05;06;07;08;10;11;13;15;17;18;20;22;24;25;0,00;12;1537;31432;271138;1244514;0;0;0;0;0;0;0;0;8;7;6
774;04/07/2012;01;03;04;05;06;08;09;11;12;14;15;18;19;22;25;0,00;1;549;19467;226579;1268903;0;0;0;0;0;0;0;0;7;8;4
775;06/07/2012;02;03;06;07;08;09;10;12;13;14;16;17;18;19;20;0,00;20;949;30569;200413;1128610;0;0;0;0;0;0;0;0;9;6;6
776;09/07/2012;01;02;03;04;10;11;12;13;14;18;19;20;22;23;24;0,00;5;487;15451;197709;1092780;0;0;0;0;0;0;0;0;9;6;6
777;11/07/2012;02;03;06;09;11;12;13;14;15;16;20;21;23;24;25;0,00;1;323;13366;197717;1232550;0;0;0;0;0;0;0;0;7;8;5
778;13/07/2012;02;05;06;07;09;10;11;13;15;16;19;20;22;24;25;0,00;8;1180;30661;304431;1359966;0;0;0;0;0;0;0;0;7;8;6
779;16/07/2012;04;05;08;09;11;12;13;14;16;17;19;20;21;22;23;0,00;3;467;19152;199159;1169370;0;0;0;0;0;0;0;0;7;8;6
780;18/07/2012;03;06;07;08;10;13;15;16;17;18;19;20;21;24;25;0,00;2;352;14837;195277;1205995;0;0;0;0;0;0;0;0;7;8;5
781;20/07/2012;01;02;04;08;09;10;11;14;15;16;17;19;20;22;25;0,00;0;433;15221;199119;1143495;0;0;0;0;0;0;0;0;8;7;4
782;23/07/2012;05;08;09;10;11;12;13;14;15;16;17;18;19;20;21;0,00;30;2678;39480;237752;1318595;0;0;0;0;0;0;0;0;7;8;5
783;25/07/2012;01;02;05;06;07;08;11;13;15;16;19;20;21;22;24;0,00;8;597;18700;226078;1155003;0;0;0;0;0;0;0;0;7;8;6
784;27/07/2012;01;02;03;04;07;11;12;13;15;18;20;21;22;23;25;0,00;4;428;16514;244421;1283535;0;0;0;0;0;0;0;0;6;9;6
785;30/07/2012;01;02;04;06;07;10;11;12;13;15;16;17;19;21;23;0,00;5;805;25273;262315;1282091;0;0;0;0;0;0;0;0;6;9;7
786;01/08/2012;02;04;05;06;08;10;11;12;13;15;17;21;23;24;25;0,00;5;1064;30112;270687;1324818;0;0;0;0;0;0;0;0;7;8;6
787;03/08/2012;01;04;05;08;09;10;11;12;13;14;16;17;19;20;23;0,00;6;504;25605;231055;1286003;0;0;0;0;0;0;0;0;7;8;6
788;06/08/2012;01;03;04;08;09;10;11;12;16;19;21;22;23;24;25;0,00;5;468;16432;222508;1244582;0;0;0;0;0;0;0;0;7;8;4
789;08/08/2012;02;03;04;08;10;11;12;14;15;16;18;19;21;22;24;0,00;7;861;24148;250920;1225938;0;0;0;0;0;0;0;0;10;5;4
790;10/08/2012;03;06;07;08;10;12;13;16;18;19;20;22;23;24;25;0,00;3;440;19404;254243;1294263;0;0;0;0;0;0;0;0;9;6;5
791;13/08/2012;01;02;03;05;06;07;08;10;11;13;14;21;22;23;25;0,00;3;379;14212;216067;1347106;0;0;0;0;0;0;0;0;6;9;7
792;15/08/2012;01;02;03;06;08;09;10;12;14;18;19;20;21;23;25;0,00;7;596;19539;236290;1121395;0;0;0;0;0;0;0;0;8;7;4
793;17/08/2012;02;04;05;07;09;11;12;14;16;17;18;20;21;23;25;0,00;22;1692;29121;248506;1169150;0;0;0;0;0;0;0;0;7;8;6
794;20/08/2012;01;02;03;04;05;06;08;09;11;14;15;20;23;24;25;0,00;1;345;14715;194217;1256859;0;0;0;0;0;0;0;0;7;8;5
795;22/08/2012;01;02;03;04;06;07;08;09;10;12;14;16;21;22;24;0,00;3;342;14333;206278;1138514;0;0;0;0;0;0;0;0;10;5;3
796;24/08/2012;02;03;04;06;07;08;10;11;14;16;17;18;20;21;24;0,00;7;435;17298;210837;1137376;0;0;0;0;0;0;0;0;10;5;5
797;27/08/2012;02;03;05;06;07;08;11;15;17;18;19;20;21;24;25;0,00;2;378;14820;208425;1199224;0;0;0;0;0;0;0;0;6;9;7
798;29/08/2012;01;03;05;06;08;10;11;13;15;16;18;19;22;23;24;0,00;94;3195;39165;294040;1142283;0;0;0;0;0;0;0;0;7;8;6
799;31/08/2012;03;04;06;08;11;13;14;15;16;19;21;22;23;24;25;0,00;6;419;16984;203788;1207808;0;0;0;0;0;0;0;0;7;8;5
800;06/09/2012;03;04;06;07;08;09;10;11;12;13;16;20;21;22;24;0,00;14;2844;105004;1474510;8138893;0;0;0;0;0;0;0;0;9;6;4
801;10/09/2012;01;03;04;05;06;07;10;12;15;17;18;19;21;23;25;0,00;4;597;23454;273131;1375355;0;0;0;0;0;0;0;0;5;10;6
802;12/09/2012;01;03;04;05;08;09;10;12;13;14;18;20;21;22;25;0,00;5;553;19943;253420;1436605;0;0;0;0;0;0;0;0;8;7;3
803;14/09/2012;01;04;05;12;14;15;16;17;18;19;20;21;23;24;25;0,00;2;319;14077;224953;1170867;0;0;0;0;0;0;0;0;7;8;4
804;17/09/2012;01;03;04;05;06;07;08;13;15;17;18;20;21;23;24;0,00;2;673;22456;279926;1454905;0;0;0;0;0;0;0;0;6;9;6
805;19/09/2012;01;02;04;06;07;09;11;13;14;16;17;20;22;24;25;0,00;21;1094;24537;244328;1175059;0;0;0;0;0;0;0;0;8;7;5
806;21/09/2012;01;02;03;05;06;07;08;10;14;15;16;19;20;24;25;0,00;4;396;15701;207341;1215583;0;0;0;0;0;0;0;0;8;7;5
807;24/09/2012;02;03;04;05;07;08;10;11;13;18;19;21;22;24;25;0,00;3;575;21501;263246;1395959;0;0;0;0;0;0;0;0;7;8;7
808;26/09/2012;04;06;07;10;11;12;14;16;17;18;20;21;22;24;25;0,00;2;408;16656;219780;1150494;0;0;0;0;0;0;0;0;10;5;3
809;28/09/2012;01;02;04;05;07;09;13;16;18;19;21;22;23;24;25;0,00;4;517;19419;239501;1286455;0;0;0;0;0;0;0;0;6;9;6
810;01/10/2012;01;03;06;07;09;11;12;15;16;17;18;21;22;23;24;0,00;3;409;14015;187792;1002410;0;0;0;0;0;0;0;0;6;9;5
811;03/10/2012;01;02;03;04;05;06;07;09;10;12;14;17;19;20;22;0,00;6;672;21352;257487;1310561;0;0;0;0;0;0;0;0;8;7;6
812;05/10/2012;01;03;05;07;08;11;14;17;18;19;20;21;23;24;25;0,00;0;624;25390;308568;1429406;0;0;0;0;0;0;0;0;5;10;7
813;08/10/2012;01;03;04;05;06;07;08;10;12;16;19;21;23;24;25;0,00;6;648;24441;333884;1667788;0;0;0;0;0;0;0;0;7;8;5
814;10/10/2012;03;04;08;10;11;12;13;14;17;19;20;21;22;23;24;0,00;4;600;22872;271058;1435954;0;0;0;0;0;0;0;0;8;7;6
815;13/10/2012;06;07;08;10;11;14;15;17;18;20;21;22;23;24;25;0,00;4;342;13448;168329;980109;0;0;0;0;0;0;0;0;8;7;4
816;15/10/2012;02;03;05;08;09;10;11;12;13;15;16;17;19;23;25;0,00;7;646;22125;253513;1198937;0;0;0;0;0;0;0;0;5;10;8
817;17/10/2012;01;02;03;04;05;08;10;11;12;17;18;20;23;24;25;0,00;2;610;21700;260178;1373657;0;0;0;0;0;0;0;0;8;7;6
818;19/10/2012;04;05;06;08;10;11;13;14;16;19;20;22;23;24;25;0,00;1;624;21181;258295;1329626;0;0;0;0;0;0;0;0;9;6;5
819;22/10/2012;03;04;05;06;07;08;09;10;11;12;18;19;20;21;22;0,00;36;1082;21294;214375;1165488;0;0;0;0;0;0;0;0;8;7;5
820;24/10/2012;01;02;03;05;06;07;08;09;10;13;15;16;22;23;24;0,00;2;336;13763;196984;1167096;0;0;0;0;0;0;0;0;7;8;6
821;26/10/2012;03;04;05;07;09;10;11;12;14;16;17;21;23;24;25;0,00;2;579;19967;249292;1296383;0;0;0;0;0;0;0;0;6;9;6
822;29/10/2012;02;03;05;11;12;14;15;16;17;18;19;21;22;23;24;0,00;1;296;11641;208306;1109999;0;0;0;0;0;0;0;0;7;8;7
823;31/10/2012;01;02;04;05;09;11;12;13;14;16;19;20;22;24;25;0,00;4;400;16440;217928;1173200;0;0;0;0;0;0;0;0;8;7;5
824;03/11/2012;02;03;04;07;11;12;13;14;15;19;20;21;22;24;25;0,00;3;372;14049;199656;1066653;0;0;0;0;0;0;0;0;7;8;6
825;05/11/2012;01;06;07;08;09;10;11;13;14;15;17;19;22;23;25;0,00;0;321;13676;194946;1102942;0;0;0;0;0;0;0;0;5;10;6
826;07/11/2012;03;05;06;12;13;14;15;16;17;18;19;20;21;23;24;0,00;2;464;19131;323724;1549302;0;0;0;0;0;0;0;0;7;8;6
827;09/11/2012;01;02;04;05;07;09;10;12;13;14;16;17;21;22;24;0,00;4;749;22525;252917;1301729;0;0;0;0;0;0;0;0;8;7;5
828;12/11/2012;01;06;07;08;09;12;14;15;17;19;20;22;23;24;25;0,00;1;426;17522;237277;1283313;0;0;0;0;0;0;0;0;7;8;4
829;14/11/2012;02;05;07;08;09;11;13;14;16;17;18;22;23;24;25;0,00;10;679;22284;260616;1362720;0;0;0;0;0;0;0;0;7;8;7
830;16/11/2012;01;04;06;09;10;11;12;13;14;16;17;19;21;23;24;0,00;2;534;17262;207129;1036556;0;0;0;0;0;0;0;0;7;8;5
831;19/11/2012;01;02;03;05;09;10;11;12;14;16;17;18;20;21;22;0,00;5;380;15079;200701;1166531;0;0;0;0;0;0;0;0;8;7;5
832;21/11/2012;02;05;06;07;08;10;11;12;15;16;19;22;23;24;25;0,00;5;454;17170;201563;1119723;0;0;0;0;0;0;0;0;8;7;6
833;23/11/2012;02;05;06;07;10;11;12;13;16;17;18;19;20;22;25;0,00;3;388;15241;193234;1167472;0;0;0;0;0;0;0;0;8;7;7
834;26/11/2012;02;04;07;08;09;10;11;14;16;18;19;20;21;22;23;0,00;5;420;17962;226287;1268091;0;0;0;0;0;0;0;0;9;6;5
835;28/11/2012;01;02;04;06;08;12;14;15;16;17;18;19;21;24;25;0,00;3;525;18152;210969;1095894;0;0;0;0;0;0;0;0;9;6;3
836;30/11/2012;02;04;07;08;09;10;12;14;15;16;18;20;21;22;25;0,00;4;953;26739;271546;1199701;0;0;0;0;0;0;0;0;10;5;2
837;03/12/2012;01;03;07;08;10;11;12;13;14;15;16;18;20;22;24;0,00;7;1008;27317;277627;1372043;0;0;0;0;0;0;0;0;9;6;4
838;05/12/2012;02;04;05;07;09;10;11;14;15;16;18;20;21;23;24;0,00;21;1476;29280;275669;1247019;0;0;0;0;0;0;0;0;8;7;5
839;07/12/2012;02;03;04;06;07;08;13;14;16;17;19;21;22;24;25;0,00;2;676;22509;241091;1294913;0;0;0;0;0;0;0;0;8;7;6
840;10/12/2012;02;04;06;09;11;12;13;17;18;19;20;21;22;23;25;0,00;4;517;20471;238033;1300029;0;0;0;0;0;0;0;0;7;8;6
841;12/12/2012;01;03;05;06;08;10;12;13;14;15;16;17;20;21;24;0,00;8;856;25459;260857;1274520;0;0;0;0;0;0;0;0;8;7;4
842;14/12/2012;03;04;05;07;10;11;13;14;15;18;19;20;21;22;24;0,00;5;540;18864;248513;1313130;0;0;0;0;0;0;0;0;7;8;6
843;17/12/2012;03;04;07;08;11;12;13;15;16;17;19;20;21;22;24;0,00;8;648;20895;252678;1334734;0;0;0;0;0;0;0;0;7;8;6
844;19/12/2012;01;03;05;07;08;09;10;12;15;16;17;19;22;24;25;0,00;3;1228;27512;263661;1262197;0;0;0;0;0;0;0;0;6;9;5
845;21/12/2012;02;04;06;07;11;12;14;16;18;19;21;22;23;24;25;0,00;3;793;23506;259071;1318336;0;0;0;0;0;0;0;0;9;6;5
846;24/12/2012;01;04;06;09;10;11;13;14;15;19;20;21;23;24;25;0,00;1;353;15268;168718;874155;0;0;0;0;0;0;0;0;6;9;4
847;26/12/2012;01;03;05;06;07;09;10;11;13;14;17;18;20;21;25;0,00;3;896;22641;217004;1002422;0;0;0;0;0;0;0;0;5;10;6
848;28/12/2012;02;03;05;08;09;13;14;16;17;18;19;21;23;24;25;0,00;1;545;19542;245263;1288476;0;0;0;0;0;0;0;0;6;9;7
849;31/12/2012;01;04;05;10;12;13;14;15;16;17;18;20;23;24;25;0,00;2;199;9441;109273;711303;0;0;0;0;0;0;0;0;8;7;4
850;02/01/2013;02;03;05;07;08;10;13;14;18;19;20;21;22;23;24;0,00;2;512;17089;193062;988193;0;0;0;0;0;0;0;0;8;7;7
851;04/01/2013;01;04;05;06;07;10;13;14;15;17;18;19;20;22;24;0,00;3;436;16305;219507;1236748;0;0;0;0;0;0;0;0;8;7;5
852;07/01/2013;01;02;03;04;05;08;11;12;16;18;20;21;23;24;25;0,00;4;637;22866;244914;1344171;0;0;0;0;0;0;0;0;8;7;5
853;09/01/2013;02;03;05;06;08;09;11;12;17;18;19;20;21;22;23;0,00;4;620;21095;255063;1209445;0;0;0;0;0;0;0;0;7;8;7
854;11/01/2013;01;02;03;05;08;09;10;13;14;15;17;18;20;21;22;0,00;2;611;20559;247077;1328568;0;0;0;0;0;0;0;0;7;8;5
855;14/01/2013;01;03;04;08;09;10;11;13;14;15;17;18;23;24;25;0,00;3;939;29033;302371;1494280;0;0;0;0;0;0;0;0;6;9;5
856;16/01/2013;02;03;07;08;09;11;12;13;15;16;19;20;22;23;25;0,00;5;726;23511;267485;1363911;0;0;0;0;0;0;0;0;6;9;7
857;18/01/2013;01;03;04;06;08;11;13;14;15;16;18;19;20;21;24;0,00;3;673;24966;241502;1303212;0;0;0;0;0;0;0;0;8;7;4
858;21/01/2013;01;03;04;05;06;08;09;11;12;17;19;20;22;23;25;0,00;5;768;21496;251218;1264567;0;0;0;0;0;0;0;0;6;9;6
859;23/01/2013;01;02;03;04;05;06;09;10;11;13;14;17;18;19;20;0,00;2;534;16155;198163;1148941;0;0;0;0;0;0;0;0;7;8;7
860;25/01/2013;03;04;05;06;07;09;10;13;14;15;16;19;22;24;25;0,00;2;604;18789;225126;1233144;0;0;0;0;0;0;0;0;7;8;5
861;28/01/2013;01;02;03;04;06;07;09;10;11;14;15;17;19;22;23;0,00;3;585;23260;247055;1332032;0;0;0;0;0;0;0;0;6;9;7
862;30/01/2013;01;02;03;04;05;10;13;14;15;17;18;19;20;23;24;0,00;7;536;16686;232945;1205922;0;0;0;0;0;0;0;0;7;8;7
863;01/02/2013;01;03;04;07;08;13;15;16;17;18;19;22;23;24;25;0,00;4;623;23916;280852;1424173;0;0;0;0;0;0;0;0;6;9;6
864;04/02/2013;03;06;08;10;12;13;15;16;17;18;19;21;22;23;24;0,00;3;499;20453;254855;1400075;0;0;0;0;0;0;0;0;8;7;5
865;06/02/2013;01;03;04;05;06;07;10;13;18;19;20;21;22;23;25;0,00;0;363;15299;207857;1307893;0;0;0;0;0;0;0;0;6;9;6
866;08/02/2013;01;02;03;05;07;08;09;10;11;13;14;18;20;23;24;0,00;6;1067;38460;434094;2185789;0;0;0;0;0;0;0;0;7;8;7
867;13/02/2013;02;03;04;05;06;07;08;10;12;13;14;15;21;22;25;0,00;1;271;11860;217737;1146385;0;0;0;0;0;0;0;0;8;7;5
868;15/02/2013;01;02;03;08;09;10;12;13;14;16;17;19;21;22;24;0,00;9;861;23196;259504;1410881;0;0;0;0;0;0;0;0;8;7;5
869;18/02/2013;01;03;06;09;10;11;12;14;18;20;21;22;23;24;25;0,00;6;462;16673;227592;1294999;0;0;0;0;0;0;0;0;8;7;3
870;20/02/2013;01;02;04;05;06;07;08;10;12;13;14;16;17;18;23;0,00;5;534;18402;229018;1293585;0;0;0;0;0;0;0;0;9;6;6
871;22/02/2013;02;04;06;08;09;10;12;13;14;15;17;19;22;23;24;0,00;10;1349;34291;337387;1507148;0;0;0;0;0;0;0;0;9;6;5
872;25/02/2013;01;02;04;05;06;07;09;10;12;13;14;17;18;22;23;0,00;12;1178;39405;285047;1447871;0;0;0;0;0;0;0;0;8;7;6
873;27/02/2013;02;03;06;07;08;09;11;12;13;14;15;17;18;22;25;0,00;0;436;16361;224617;1379565;0;0;0;0;0;0;0;0;7;8;6
874;01/03/2013;01;02;04;05;06;07;08;09;10;16;19;20;21;23;25;0,00;5;652;20630;277988;1565472;0;0;0;0;0;0;0;0;7;8;5
875;04/03/2013;02;04;06;08;09;10;12;13;15;18;21;22;23;24;25;0,00;6;639;22578;289536;1444698;0;0;0;0;0;0;0;0;9;6;3
876;06/03/2013;03;05;06;07;09;12;13;14;16;18;20;21;23;24;25;0,00;8;1246;30945;279515;1325097;0;0;0;0;0;0;0;0;7;8;5
877;08/03/2013;03;07;08;09;10;11;13;14;15;16;18;19;21;23;25;0,00;6;663;25186;310648;1565268;0;0;0;0;0;0;0;0;5;10;6
878;11/03/2013;01;02;03;05;06;07;10;12;13;14;16;19;22;23;25;0,00;6;768;22360;255856;1367825;0;0;0;0;0;0;0;0;7;8;7
879;13/03/2013;02;03;04;07;09;10;12;13;15;16;18;21;22;24;25;0,00;5;968;26353;274750;1335540;0;0;0;0;0;0;0;0;8;7;4
880;15/03/2013;02;05;06;07;08;10;14;16;18;19;21;22;23;24;25;0,00;2;349;15293;229425;1289758;0;0;0;0;0;0;0;0;9;6;5
881;18/03/2013;01;03;04;05;06;07;08;09;15;16;19;20;21;22;23;0,00;4;315;12529;180215;1137337;0;0;0;0;0;0;0;0;6;9;5
882;20/03/2013;01;02;07;08;10;11;12;13;14;17;18;19;22;24;25;0,00;4;1528;30723;283011;1349117;0;0;0;0;0;0;0;0;8;7;6
883;22/03/2013;03;05;06;07;08;09;10;12;16;17;18;19;21;22;25;0,00;2;337;13011;197609;1174217;0;0;0;0;0;0;0;0;7;8;5
884;25/03/2013;01;04;07;08;09;10;12;13;15;17;18;19;20;21;25;0,00;1;461;17526;227344;1270539;0;0;0;0;0;0;0;0;6;9;4
885;27/03/2013;02;05;07;08;09;11;12;15;16;17;18;19;22;23;24;0,00;2;558;20230;235542;1212096;0;0;0;0;0;0;0;0;7;8;7
886;30/03/2013;01;03;04;07;08;10;11;12;13;15;16;17;20;21;23;0,00;1;563;16939;182281;940142;0;0;0;0;0;0;0;0;6;9;6
887;01/04/2013;01;06;08;10;11;12;15;17;18;19;20;21;23;24;25;0,00;0;298;12875;179140;1041375;0;0;0;0;0;0;0;0;7;8;4
888;03/04/2013;01;03;06;11;12;13;14;16;17;18;19;20;21;22;24;0,00;2;393;15434;261790;1404803;0;0;0;0;0;0;0;0;8;7;5
889;05/04/2013;02;04;05;06;07;09;11;12;13;16;18;19;21;22;25;0,00;3;791;23286;260548;1299921;0;0;0;0;0;0;0;0;7;8;6
890;08/04/2013;01;02;03;04;05;06;07;08;11;16;17;18;19;23;24;0,00;1;320;12755;170521;1105971;0;0;0;0;0;0;0;0;7;8;8
891;10/04/2013;01;05;06;07;08;12;14;15;16;17;19;21;23;24;25;0,00;6;528;18305;226702;1213232;0;0;0;0;0;0;0;0;6;9;5
892;12/04/2013;01;02;03;05;06;10;13;14;16;17;19;20;21;22;24;0,00;2;371;14972;210654;1145292;0;0;0;0;0;0;0;0;8;7;6
893;15/04/2013;01;02;03;04;05;06;08;09;11;15;16;20;22;23;24;0,00;0;317;15045;195002;1120532;0;0;0;0;0;0;0;0;8;7;5
894;17/04/2013;01;02;05;06;09;12;13;14;15;18;19;21;22;24;25;0,00;4;680;24711;296746;1647289;0;0;0;0;0;0;0;0;7;8;4
895;19/04/2013;02;03;04;05;06;08;11;12;13;16;17;18;19;21;25;0,00;1;338;14796;220017;1268428;0;0;0;0;0;0;0;0;7;8;7
896;22/04/2013;01;02;03;04;06;07;08;12;13;15;17;18;19;20;23;0,00;0;466;18447;244774;1373544;0;0;0;0;0;0;0;0;7;8;7
897;24/04/2013;01;02;05;07;08;09;10;11;13;14;16;17;18;21;23;0,00;1;709;25323;314853;1703480;0;0;0;0;0;0;0;0;6;9;7
898;26/04/2013;01;04;06;08;09;10;11;12;13;14;18;20;21;24;25;0,00;0;413;16363;225211;1244150;0;0;0;0;0;0;0;0;9;6;2
899;29/04/2013;01;04;07;09;10;12;14;15;16;17;18;20;21;23;25;0,00;8;1388;30635;301450;1415514;0;0;0;0;0;0;0;0;7;8;3
900;03/05/2013;01;02;06;07;08;10;11;12;13;15;18;20;22;24;25;0,00;4;623;26290;317179;1660909;0;0;0;0;0;0;0;0;9;6;4
901;06/05/2013;01;02;04;06;07;10;12;13;14;16;18;22;23;24;25;0,00;1;773;26599;295122;1387162;0;0;0;0;0;0;0;0;10;5;4
902;08/05/2013;01;02;03;04;05;06;08;09;11;17;20;21;23;24;25;0,00;1;405;17134;229724;1202494;0;0;0;0;0;0;0;0;6;9;6
903;10/05/2013;01;02;03;04;05;06;08;10;11;13;15;16;18;20;22;0,00;29;2346;39605;326542;1316206;0;0;0;0;0;0;0;0;9;6;5
904;13/05/2013;01;05;06;07;09;10;12;13;16;17;18;19;20;22;24;0,00;3;415;16417;220320;1278228;0;0;0;0;0;0;0;0;8;7;5
905;15/05/2013;01;04;06;08;10;11;12;13;14;16;17;20;21;22;23;0,00;3;485;16607;217383;1173879;0;0;0;0;0;0;0;0;9;6;4
906;17/05/2013;01;02;03;05;06;07;08;09;10;12;17;18;21;22;24;0,00;1;386;14657;215661;1228374;0;0;0;0;0;0;0;0;8;7;5
907;20/05/2013;02;03;04;05;07;08;10;13;14;15;16;20;21;22;23;0,00;2;442;16685;217658;1244971;0;0;0;0;0;0;0;0;8;7;6
908;22/05/2013;01;02;04;06;07;09;10;12;13;15;17;18;23;24;25;0,00;7;1017;27083;290423;1335423;0;0;0;0;0;0;0;0;7;8;5
909;24/05/2013;01;02;03;05;06;07;08;10;11;12;13;18;20;21;22;0,00;4;881;27127;325358;1425730;0;0;0;0;0;0;0;0;8;7;6
910;27/05/2013;03;04;05;06;08;09;11;13;16;17;18;19;20;24;25;0,00;5;330;13990;200079;1200310;0;0;0;0;0;0;0;0;7;8;6
911;29/05/2013;01;02;03;05;06;08;11;13;15;17;21;22;23;24;25;0,00;3;589;20961;268655;1264410;0;0;0;0;0;0;0;0;5;10;7
912;31/05/2013;02;03;04;07;10;14;15;16;17;18;19;20;21;22;23;0,00;1;292;12155;163319;921138;0;0;0;0;0;0;0;0;8;7;6
913;03/06/2013;03;04;05;06;10;12;13;15;17;18;19;20;22;24;25;0,00;3;590;21490;240493;1311737;0;0;0;0;0;0;0;0;8;7;5
914;05/06/2013;01;03;04;05;06;10;11;12;15;17;18;20;22;23;24;0,00;2;552;19480;238528;1209768;0;0;0;0;0;0;0;0;8;7;5
915;07/06/2013;01;02;04;05;06;08;10;11;13;18;20;22;23;24;25;0,00;9;1332;37060;362584;1581577;0;0;0;0;0;0;0;0;9;6;5
916;10/06/2013;01;02;03;04;05;06;07;11;13;14;17;18;19;23;24;0,00;1;595;24818;250098;1382286;0;0;0;0;0;0;0;0;6;9;9
917;12/06/2013;01;02;03;04;05;06;11;13;14;17;19;20;21;22;24;0,00;1;766;24559;264249;1293661;0;0;0;0;0;0;0;0;7;8;7
918;14/06/2013;01;02;03;04;06;08;09;13;14;15;16;17;21;22;23;0,00;4;575;18440;209885;1221424;0;0;0;0;0;0;0;0;7;8;5
919;17/06/2013;01;02;03;04;05;07;09;10;11;13;14;17;19;21;22;0,00;9;1206;33391;346016;1553998;0;0;0;0;0;0;0;0;5;10;8
920;19/06/2013;01;02;03;04;05;06;10;12;13;15;16;19;20;22;23;0,00;7;547;17147;223119;1242588;0;0;0;0;0;0;0;0;8;7;6
921;21/06/2013;01;02;03;04;07;09;12;15;16;17;18;19;21;24;25;0,00;4;398;16049;213764;1205437;0;0;0;0;0;0;0;0;6;9;5
922;24/06/2013;02;04;05;06;08;09;12;15;16;17;20;21;22;23;24;0,00;1;427;15537;183545;984851;0;0;0;0;0;0;0;0;9;6;4
923;26/06/2013;01;03;04;05;06;07;10;12;14;15;19;20;22;24;25;0,00;4;517;19016;219239;1086654;0;0;0;0;0;0;0;0;8;7;4
924;28/06/2013;01;02;06;07;08;09;10;12;14;16;17;18;19;20;24;0,00;1;672;14155;191662;1056793;0;0;0;0;0;0;0;0;10;5;4
925;01/07/2013;01;03;04;06;07;09;12;13;14;15;16;22;23;24;25;0,00;6;481;16892;221428;1230987;0;0;0;0;0;0;0;0;7;8;4
926;03/07/2013;01;05;06;07;08;09;10;11;12;13;14;15;19;21;24;0,00;2;318;11117;210197;1104449;0;0;0;0;0;0;0;0;6;9;5
927;05/07/2013;02;03;05;06;09;11;13;14;16;17;20;21;22;23;25;0,00;4;645;19588;223824;1184092;0;0;0;0;0;0;0;0;6;9;7
928;08/07/2013;01;04;06;08;09;10;11;12;14;15;17;19;23;24;25;0,00;3;589;22476;251909;1273880;0;0;0;0;0;0;0;0;7;8;4
929;10/07/2013;01;02;04;05;07;08;09;10;11;14;18;20;21;23;25;0,00;2;605;20584;235562;1184553;0;0;0;0;0;0;0;0;7;8;5
930;12/07/2013;02;03;05;06;09;11;12;14;15;16;20;22;23;24;25;0,00;4;482;18859;235113;1203273;0;0;0;0;0;0;0;0;8;7;5
931;15/07/2013;02;03;05;06;08;10;11;12;14;16;19;20;22;24;25;0,00;19;1615;32934;303814;1274917;0;0;0;0;0;0;0;0;10;5;5
932;17/07/2013;01;04;05;08;12;13;14;15;16;18;20;21;22;23;25;0,00;3;431;16472;217357;1260341;0;0;0;0;0;0;0;0;8;7;3
933;19/07/2013;02;03;04;05;06;07;10;11;14;15;16;17;19;23;24;0,00;4;519;18529;225802;1185113;0;0;0;0;0;0;0;0;7;8;8
934;22/07/2013;02;03;04;08;09;10;11;14;19;20;21;22;23;24;25;0,00;6;1126;17604;209344;1237028;0;0;0;0;0;0;0;0;8;7;5
935;24/07/2013;01;02;03;04;05;06;07;09;10;12;14;18;19;22;23;0,00;7;629;22633;234740;1275273;0;0;0;0;0;0;0;0;8;7;6
936;26/07/2013;01;02;03;04;06;07;08;13;15;17;18;19;20;23;25;0,00;5;3650;16529;214200;1213359;0;0;0;0;0;0;0;0;6;9;7
937;29/07/2013;01;02;06;09;10;11;12;13;14;16;19;20;23;24;25;0,00;2;656;19164;219599;1203128;0;0;0;0;0;0;0;0;8;7;5
938;31/07/2013;02;03;04;06;07;10;11;13;15;16;17;18;19;20;25;0,00;2;345;12679;194650;1132978;0;0;0;0;0;0;0;0;7;8;7
939;02/08/2013;01;04;05;06;07;09;10;11;15;16;18;19;20;21;25;0,00;5;517;20035;218275;1224319;0;0;0;0;0;0;0;0;6;9;4
940;05/08/2013;02;03;04;06;07;09;13;14;16;17;18;19;20;24;25;0,00;8;451;16919;239217;1286223;0;0;0;0;0;0;0;0;8;7;6
941;07/08/2013;01;02;03;04;05;07;08;09;10;11;15;16;18;23;25;0,00;2;612;19474;262227;1500058;0;0;0;0;0;0;0;0;6;9;6
942;09/08/2013;01;03;04;05;06;07;11;12;13;18;19;20;21;22;24;0,00;7;708;21665;250433;1272846;0;0;0;0;0;0;0;0;7;8;6
943;12/08/2013;03;04;05;06;09;10;12;13;14;15;17;18;21;22;23;0,00;5;606;18987;218844;1235693;0;0;0;0;0;0;0;0;7;8;5
944;14/08/2013;01;08;09;10;11;12;13;14;16;17;18;19;21;24;25;0,00;3;352;13000;182856;1124962;0;0;0;0;0;0;0;0;7;8;4
